clean_target,context,delay,final_abs_error,final_estimate,mean_online_abs_error,method,regime,selector_brier,selector_ece,updates
0.8192630597014925,id,0,0.3192630597014925,0.5,0.3192630597014925,STATIC,A_balanced,0.045094249675134,0.04586215843162242,0
0.8192630597014925,id,0,0.43001875742240414,0.38924430227908835,0.4221608570326227,NAIVE,A_balanced,0.045094249675134,0.04586215843162242,5000
0.8192630597014925,id,0,0.00014884058727338,0.8191142191142191,0.00496473763405665,ORACLE,A_balanced,0.0,0.0,4288
0.8192630597014925,id,0,0.008210576554612992,0.8110524831468795,0.008598982946786023,PREDICTED,A_balanced,0.045094249675134,0.04586215843162242,5000
0.8192630597014925,id,0,0.012354975735842322,0.8069080839656502,0.017625153966301873,GATED,A_balanced,0.045094249675134,0.04586215843162242,2001
0.7100591715976331,id,0,0.2100591715976331,0.5,0.21005917159763315,STATIC,B_low_external,0.05248347343159346,0.061574010167827264,0
0.7100591715976331,id,0,0.21205837191750515,0.49800079968012795,0.20679822847992355,NAIVE,B_low_external,0.05248347343159346,0.061574010167827264,5000
0.7100591715976331,id,0,9.938924608354771e-05,0.7099597823515496,0.0072495311282963545,ORACLE,B_low_external,0.0,0.0,4225
0.7100591715976331,id,0,0.03128991679319837,0.7413490883908315,0.03409802369936432,PREDICTED,B_low_external,0.05248347343159346,0.061574010167827264,5000
0.7100591715976331,id,0,0.0408904775196558,0.7509496491172889,0.040521892765744624,GATED,B_low_external,0.05248347343159346,0.061574010167827264,2826
0.880091070073362,id,0,0.38009107007336196,0.5,0.38009107007336196,STATIC,C_high_non_selector,0.033261155961058705,0.04445250202140322,0
0.880091070073362,id,0,0.532230214415625,0.3478608556577369,0.5291466460169452,NAIVE,C_high_non_selector,0.033261155961058705,0.04445250202140322,5000
0.880091070073362,id,0,0.00019220787361484692,0.8798988621997471,0.0080464546542767,ORACLE,C_high_non_selector,0.0,0.0,3953
0.880091070073362,id,0,0.028193711904537788,0.8518973581688242,0.029803878577961865,PREDICTED,C_high_non_selector,0.033261155961058705,0.04445250202140322,5000
0.880091070073362,id,0,0.01736783491333105,0.8627232351600309,0.017635353338926383,GATED,C_high_non_selector,0.033261155961058705,0.04445250202140322,1805
0.6685107324629342,id,0,0.16851073246293424,0.5,0.16851073246293424,STATIC,D_selector_heavy,0.0642458537639174,0.06916719245911851,0
0.6685107324629342,id,0,0.26567186800871595,0.4028388644542183,0.2615702495588007,NAIVE,D_selector_heavy,0.0642458537639174,0.06916719245911851,5000
0.6685107324629342,id,0,7.454577857235467e-05,0.6684361866843619,0.008783687482958472,ORACLE,D_selector_heavy,0.0,0.0,4519
0.6685107324629342,id,0,0.04189778137580724,0.7104085138387415,0.04337409950344739,PREDICTED,D_selector_heavy,0.0642458537639174,0.06916719245911851,5000
0.6685107324629342,id,0,0.013423186523469854,0.6819339189864041,0.016197348783953465,GATED,D_selector_heavy,0.0642458537639174,0.06916719245911851,2443
0.879751552795031,ood_A_to_C_noisy,0,0.37975155279503103,0.5,0.379751552795031,STATIC,C_high_non_selector,0.0609984865634271,0.06114851809077985,0
0.879751552795031,ood_A_to_C_noisy,0,0.5324904572332557,0.3472610955617753,0.5335974359710426,NAIVE,C_high_non_selector,0.0609984865634271,0.06114851809077985,5000
0.879751552795031,ood_A_to_C_noisy,0,0.0001886027081177133,0.8795629500869133,0.004702049789251481,ORACLE,C_high_non_selector,0.0,0.0,4025
0.879751552795031,ood_A_to_C_noisy,0,0.07634346053700058,0.8034080922580304,0.075134870135612,PREDICTED,C_high_non_selector,0.0609984865634271,0.06114851809077985,5000
0.879751552795031,ood_A_to_C_noisy,0,0.05638833235661267,0.8233632204384184,0.05480930938777608,GATED,C_high_non_selector,0.0609984865634271,0.06114851809077985,1404
