accuracy,macro_f1,model,selector_auroc,selector_brier,selector_ece,selector_f1
0.755,0.7051222238209397,random_forest,0.9787840901752193,0.048417604113980155,0.05490119534297959,0.8402084237950499
0.38716666666666666,0.2561440703896022,state_only_audit,0.6916794910746524,0.1396254245367367,0.004831225513833103,0.41516516516516516
