accuracy,label,macro_f1,naive_error,oracle_error,predicted_error,recovery_ratio,selector_f1
0.4814,selector_scores,0.43597519767066945,0.4221608570326227,0.00496473763405665,0.018155252933931453,0.9683829386551093,0.7876631079478055
0.5684,execution,0.4605541731328667,0.4221608570326227,0.00496473763405665,0.014172196797293504,0.9779301418802495,0.3797780517879161
0.4588,environment,0.3491058391003915,0.4221608570326227,0.00496473763405665,0.034893806525271374,0.9282613919459252,0.2571041948579161
0.7542,all,0.6957272899385725,0.4221608570326227,0.00496473763405665,0.008013272049471623,0.9926928025605565,0.8091414453366276
0.7248,all_without_executor_status,0.6638398997560712,0.4221608570326227,0.00496473763405665,0.007244844773421906,0.9945346875645624,0.8046683046683046
